tweet_id,favorites,retweets
667453023279554560,297,84
667443425659232256,745,542
667437278097252352,428,223
667435689202614272,295,79
667405339315146752,446,211
667393430834667520,185,52
667369227918143488,349,153
667211855547486208,463,224
667200525029539841,583,245
667192066997374976,365,92
667188689915760640,709,375
667182792070062081,13562,5782
667177989038297088,183,51
667176164155375616,581,429
667174963120574464,234,73
667171260800061440,210,77
667165590075940865,2545,1054
667160273090932737,242,59
667152164079423490,45219,15873
667138269671505920,4339,2049
667119796878725120,317,122
667090893657276420,317,117
667073648344346624,379,112
667070482143944705,79,13
667065535570550784,160,41
667062181243039745,209,49
667044094246576128,175,46
667012601033924608,425,210
666996132027977728,229,84
666983947667116034,2413,913
666837028449972224,763,516
666835007768551424,201,75
666826780179869698,242,87
666817836334096384,484,236
666804364988780544,219,85
666786068205871104,711,454
666781792255496192,363,177
666776908487630848,328,161
666739327293083650,223,61
666701168228331520,407,203
666691418707132416,175,45
666649482315059201,1055,577
666644823164719104,220,76
666454714377183233,486,199
666447344410484738,98,18
666437273139982337,115,42
666435652385423360,157,47
666430724426358785,293,177
666428276349472768,153,76
666421158376562688,296,105
666418789513326592,114,42
666411507551481857,408,295
666407126856765440,100,32
666396247373291520,156,75
666373753744588802,172,82
666362758909284353,718,516
666353288456101888,196,64
666345417576210432,273,128
666337882303524864,180,83
666293911632134144,462,317
666287406224695296,135,60
666273097616637952,160,70
666268910803644416,96,32
666104133288665088,13544,5930
666102155909144576,70,11
666099513787052032,142,58
666094000022159362,153,66
666082916733198337,102,41
666073100786774016,294,145
666071193221509120,135,52
666063827256086533,446,194
666058600524156928,105,53
666057090499244032,267,124
666055525042405380,406,219
666051853826850816,1119,769
666050758794694657,124,51
666049248165822465,96,40
666044226329800704,269,130
666033412701032449,111,41
666029285002620928,120,42
666020888022790149,2394,459
